order,i,indrep,avg,author_last,finit_1,finit_2,finit_abv,co_author,sinit_1,sinit_2,sinit_abv,journal,journal_isi,year_pub,study,study_num,subject,latitude,longitude,habitat,loc,trt_taxa,rsp_taxa,trt_taxa_less,rsp_taxa_less,sp1_taxname,sp1_type,sp2_taxname,sp2_type,data_from,data_type,data_var,type_cond,thirdparty_type,condition,duration_d,sep_con,exp_x,exp_n,exp_se,exp_sd,con_x,con_n,con_se,con_sd,data_coll,exclude
75,1,q,58,Moya-Raygoza,gustavo,,g,Nault,lowell,r,lr,Annals of the Entomological Society of America,ann_entomol_soc_am,2000,MoNa00An,298,m,20.7195,-103.392,t,field,ti,ti,i,i,Dalbulus quinquenotatus,cicadellidae,Formica subsericea,ants,figure 3,abundance,number of D. quinquenotatus,temporal,na,Zapopan-time17,1168,1,5.855,4,3.513,7.026,53.866,4,20.409,40.818,scott,0
76,1,q,59,Moya-Raygoza,gustavo,,g,Nault,lowell,r,lr,Annals of the Entomological Society of America,ann_entomol_soc_am,2000,MoNa00An,298,m,20.7195,-103.392,t,field,ti,ti,i,i,Dalbulus quinquenotatus,cicadellidae,Formica subsericea,ants,figure 3,abundance,number of D. quinquenotatus,temporal,na,Zapopan-time18,1168,1,4.517,4,,,46.004,4,14.888,29.776,scott,0
77,1,q,60,Moya-Raygoza,gustavo,,g,Nault,lowell,r,lr,Annals of the Entomological Society of America,ann_entomol_soc_am,2000,MoNa00An,298,m,20.7195,-103.392,t,field,ti,ti,i,i,Dalbulus quinquenotatus,cicadellidae,Formica subsericea,ants,figure 3,abundance,number of D. quinquenotatus,temporal,na,Zapopan-time19,1168,1,2.844,4,,,43.996,4,10.874,21.748,scott,0
78,1,r,61,Moya-Raygoza,gustavo,,g,Nault,lowell,r,lr,Annals of the Entomological Society of America,ann_entomol_soc_am,2000,MoNa00An,298,m,20.545,-103.463,t,field,ti,ti,i,i,Dalbulus quinquenotatus,cicadellidae,Formica subsericea,ants,figure 3,abundance,number of D. quinquenotatus,temporal,na,San Agustin-time1,1168,1,19.27,4,,,22.825,4,29.747,59.494,scott,0
79,1,r,62,Moya-Raygoza,gustavo,,g,Nault,lowell,r,lr,Annals of the Entomological Society of America,ann_entomol_soc_am,2000,MoNa00An,298,m,20.545,-103.463,t,field,ti,ti,i,i,Dalbulus quinquenotatus,cicadellidae,Formica subsericea,ants,figure 3,abundance,number of D. quinquenotatus,temporal,na,San Agustin-time2,1168,1,8.793,4,,,23.573,4,29.935,59.87,scott,0
80,1,r,63,Moya-Raygoza,gustavo,,g,Nault,lowell,r,lr,Annals of the Entomological Society of America,ann_entomol_soc_am,2000,MoNa00An,298,m,20.545,-103.463,t,field,ti,ti,i,i,Dalbulus quinquenotatus,cicadellidae,Formica subsericea,ants,figure 3,abundance,number of D. quinquenotatus,temporal,na,San Agustin-time3,1168,1,3.368,4,,,28.251,4,38.541,77.082,scott,0
81,1,r,64,Moya-Raygoza,gustavo,,g,Nault,lowell,r,lr,Annals of the Entomological Society of America,ann_entomol_soc_am,2000,MoNa00An,298,m,20.545,-103.463,t,field,ti,ti,i,i,Dalbulus quinquenotatus,cicadellidae,Formica subsericea,ants,figure 3,abundance,number of D. quinquenotatus,temporal,na,San Agustin-time4,1168,1,2.432,4,,,30.309,4,43.779,87.558,scott,0
82,1,r,65,Moya-Raygoza,gustavo,,g,Nault,lowell,r,lr,Annals of the Entomological Society of America,ann_entomol_soc_am,2000,MoNa00An,298,m,20.545,-103.463,t,field,ti,ti,i,i,Dalbulus quinquenotatus,cicadellidae,Formica subsericea,ants,figure 3,abundance,number of D. quinquenotatus,temporal,na,San Agustin-time5,1168,1,2.058,4,,,28.625,4,13.658,27.316,scott,0
83,1,r,66,Moya-Raygoza,gustavo,,g,Nault,lowell,r,lr,Annals of the Entomological Society of America,ann_entomol_soc_am,2000,MoNa00An,298,m,20.545,-103.463,t,field,ti,ti,i,i,Dalbulus quinquenotatus,cicadellidae,Formica subsericea,ants,figure 3,abundance,number of D. quinquenotatus,temporal,na,San Agustin-time6,1168,1,1.31,4,,,18.896,4,8.419,16.838,scott,0
84,1,r,67,Moya-Raygoza,gustavo,,g,Nault,lowell,r,lr,Annals of the Entomological Society of America,ann_entomol_soc_am,2000,MoNa00An,298,m,20.545,-103.463,t,field,ti,ti,i,i,Dalbulus quinquenotatus,cicadellidae,Formica subsericea,ants,figure 3,abundance,number of D. quinquenotatus,temporal,na,San Agustin-time7,1168,1,1.497,4,,,12.535,4,6.361,12.722,scott,0
85,1,r,68,Moya-Raygoza,gustavo,,g,Nault,lowell,r,lr,Annals of the Entomological Society of America,ann_entomol_soc_am,2000,MoNa00An,298,m,20.545,-103.463,t,field,ti,ti,i,i,Dalbulus quinquenotatus,cicadellidae,Formica subsericea,ants,figure 3,abundance,number of D. quinquenotatus,temporal,na,San Agustin-time8,1168,1,2.245,4,,,21.515,4,14.219,28.438,scott,0
86,1,r,69,Moya-Raygoza,gustavo,,g,Nault,lowell,r,lr,Annals of the Entomological Society of America,ann_entomol_soc_am,2000,MoNa00An,298,m,20.545,-103.463,t,field,ti,ti,i,i,Dalbulus quinquenotatus,cicadellidae,Formica subsericea,ants,figure 3,abundance,number of D. quinquenotatus,temporal,na,San Agustin-time9,1168,1,1.31,4,,,30.683,4,12.161,24.322,scott,0
87,1,r,70,Moya-Raygoza,gustavo,,g,Nault,lowell,r,lr,Annals of the Entomological Society of America,ann_entomol_soc_am,2000,MoNa00An,298,m,20.545,-103.463,t,field,ti,ti,i,i,Dalbulus quinquenotatus,cicadellidae,Formica subsericea,ants,figure 3,abundance,number of D. quinquenotatus,temporal,na,San Agustin-time10,1168,1,1.123,4,,,50.327,4,29.747,59.494,scott,0
88,1,r,71,Moya-Raygoza,gustavo,,g,Nault,lowell,r,lr,Annals of the Entomological Society of America,ann_entomol_soc_am,2000,MoNa00An,298,m,20.545,-103.463,t,field,ti,ti,i,i,Dalbulus quinquenotatus,cicadellidae,Formica subsericea,ants,figure 3,abundance,number of D. quinquenotatus,temporal,na,San Agustin-time11,1168,1,0.748,4,,,53.321,4,24.696,49.392,scott,0
89,1,r,72,Moya-Raygoza,gustavo,,g,Nault,lowell,r,lr,Annals of the Entomological Society of America,ann_entomol_soc_am,2000,MoNa00An,298,m,20.545,-103.463,t,field,ti,ti,i,i,Dalbulus quinquenotatus,cicadellidae,Formica subsericea,ants,figure 3,abundance,number of D. quinquenotatus,temporal,na,San Agustin-time12,1168,1,0,4,,,51.637,4,17.025,34.05,scott,0
90,1,r,73,Moya-Raygoza,gustavo,,g,Nault,lowell,r,lr,Annals of the Entomological Society of America,ann_entomol_soc_am,2000,MoNa00An,298,m,20.545,-103.463,t,field,ti,ti,i,i,Dalbulus quinquenotatus,cicadellidae,Formica subsericea,ants,figure 3,abundance,number of D. quinquenotatus,temporal,na,San Agustin-time13,1168,1,0,4,,,22.451,4,10.477,20.954,scott,0
91,1,r,74,Moya-Raygoza,gustavo,,g,Nault,lowell,r,lr,Annals of the Entomological Society of America,ann_entomol_soc_am,2000,MoNa00An,298,m,20.545,-103.463,t,field,ti,ti,i,i,Dalbulus quinquenotatus,cicadellidae,Formica subsericea,ants,figure 3,abundance,number of D. quinquenotatus,temporal,na,San Agustin-time14,1168,1,0,4,,,20.393,4,5.239,10.478,scott,0
92,1,r,75,Moya-Raygoza,gustavo,,g,Nault,lowell,r,lr,Annals of the Entomological Society of America,ann_entomol_soc_am,2000,MoNa00An,298,m,20.545,-103.463,t,field,ti,ti,i,i,Dalbulus quinquenotatus,cicadellidae,Formica subsericea,ants,figure 3,abundance,number of D. quinquenotatus,temporal,na,San Agustin-time15,1168,1,0,4,,,19.645,4,11.225,22.45,scott,0
93,1,r,76,Moya-Raygoza,gustavo,,g,Nault,lowell,r,lr,Annals of the Entomological Society of America,ann_entomol_soc_am,2000,MoNa00An,298,m,20.545,-103.463,t,field,ti,ti,i,i,Dalbulus quinquenotatus,cicadellidae,Formica subsericea,ants,figure 3,abundance,number of D. quinquenotatus,temporal,na,San Agustin-time16,1168,1,0.561,4,,,17.774,4,5.987,11.974,scott,0
94,1,r,77,Moya-Raygoza,gustavo,,g,Nault,lowell,r,lr,Annals of the Entomological Society of America,ann_entomol_soc_am,2000,MoNa00An,298,m,20.545,-103.463,t,field,ti,ti,i,i,Dalbulus quinquenotatus,cicadellidae,Formica subsericea,ants,figure 3,abundance,number of D. quinquenotatus,temporal,na,San Agustin-time17,1168,1,0.748,4,,,20.206,4,5.987,11.974,scott,0
95,1,r,78,Moya-Raygoza,gustavo,,g,Nault,lowell,r,lr,Annals of the Entomological Society of America,ann_entomol_soc_am,2000,MoNa00An,298,m,20.545,-103.463,t,field,ti,ti,i,i,Dalbulus quinquenotatus,cicadellidae,Formica subsericea,ants,figure 3,abundance,number of D. quinquenotatus,temporal,na,San Agustin-time18,1168,1,2.245,4,,,20.019,4,13.283,26.566,scott,0
96,1,r,79,Moya-Raygoza,gustavo,,g,Nault,lowell,r,lr,Annals of the Entomological Society of America,ann_entomol_soc_am,2000,MoNa00An,298,m,20.545,-103.463,t,field,ti,ti,i,i,Dalbulus quinquenotatus,cicadellidae,Formica subsericea,ants,figure 3,abundance,number of D. quinquenotatus,temporal,na,San Agustin-time19,1168,1,0.935,4,,,21.703,4,14.032,28.064,scott,0
97,1,s,80,Moya-Raygoza,gustavo,,g,Nault,lowell,r,lr,Annals of the Entomological Society of America,ann_entomol_soc_am,2000,MoNa00An,298,m,19.347,-104.881,t,field,ti,ti,i,i,Dalbulus quinquenotatus,cicadellidae,Formica subsericea,ants,figure 3,abundance,number of D. quinquenotatus,temporal,na,Agua Caliente-time1,1168,1,16.479,4,,,40.449,4,24.719,49.438,scott,0
98,1,s,81,Moya-Raygoza,gustavo,,g,Nault,lowell,r,lr,Annals of the Entomological Society of America,ann_entomol_soc_am,2000,MoNa00An,298,m,19.347,-104.881,t,field,ti,ti,i,i,Dalbulus quinquenotatus,cicadellidae,Formica subsericea,ants,figure 3,abundance,number of D. quinquenotatus,temporal,na,Agua Caliente-time2,1168,1,12.734,4,,,67.416,4,34.457,68.914,scott,0
99,1,s,82,Moya-Raygoza,gustavo,,g,Nault,lowell,r,lr,Annals of the Entomological Society of America,ann_entomol_soc_am,2000,MoNa00An,298,m,19.347,-104.881,t,field,ti,ti,i,i,Dalbulus quinquenotatus,cicadellidae,Formica subsericea,ants,figure 3,abundance,number of D. quinquenotatus,temporal,na,Agua Caliente-time3,1168,1,10.487,4,,,86.142,4,37.453,74.906,scott,0
100,1,s,83,Moya-Raygoza,gustavo,,g,Nault,lowell,r,lr,Annals of the Entomological Society of America,ann_entomol_soc_am,2000,MoNa00An,298,m,19.347,-104.881,t,field,ti,ti,i,i,Dalbulus quinquenotatus,cicadellidae,Formica subsericea,ants,figure 3,abundance,number of D. quinquenotatus,temporal,na,Agua Caliente-time4,1168,1,10.487,4,,,119.85,4,53.932,107.864,scott,0
101,1,s,84,Moya-Raygoza,gustavo,,g,Nault,lowell,r,lr,Annals of the Entomological Society of America,ann_entomol_soc_am,2000,MoNa00An,298,m,19.347,-104.881,t,field,ti,ti,i,i,Dalbulus quinquenotatus,cicadellidae,Formica subsericea,ants,figure 3,abundance,number of D. quinquenotatus,temporal,na,Agua Caliente-time5,1168,1,6.742,4,,,47.94,4,20.225,40.45,scott,0
102,1,s,85,Moya-Raygoza,gustavo,,g,Nault,lowell,r,lr,Annals of the Entomological Society of America,ann_entomol_soc_am,2000,MoNa00An,298,m,19.347,-104.881,t,field,ti,ti,i,i,Dalbulus quinquenotatus,cicadellidae,Formica subsericea,ants,figure 3,abundance,number of D. quinquenotatus,temporal,na,Agua Caliente-time6,1168,1,2.996,4,,,59.176,4,21.723,43.446,scott,0
103,1,s,86,Moya-Raygoza,gustavo,,g,Nault,lowell,r,lr,Annals of the Entomological Society of America,ann_entomol_soc_am,2000,MoNa00An,298,m,19.347,-104.881,t,field,ti,ti,i,i,Dalbulus quinquenotatus,cicadellidae,Formica subsericea,ants,figure 3,abundance,number of D. quinquenotatus,temporal,na,Agua Caliente-time7,1168,1,3.745,4,,,88.39,4,33.708,67.416,scott,0
104,1,s,87,Moya-Raygoza,gustavo,,g,Nault,lowell,r,lr,Annals of the Entomological Society of America,ann_entomol_soc_am,2000,MoNa00An,298,m,19.347,-104.881,t,field,ti,ti,i,i,Dalbulus quinquenotatus,cicadellidae,Formica subsericea,ants,figure 3,abundance,number of D. quinquenotatus,temporal,na,Agua Caliente-time8,1168,1,8.24,4,,,83.146,4,37.453,74.906,scott,0
105,1,s,88,Moya-Raygoza,gustavo,,g,Nault,lowell,r,lr,Annals of the Entomological Society of America,ann_entomol_soc_am,2000,MoNa00An,298,m,19.347,-104.881,t,field,ti,ti,i,i,Dalbulus quinquenotatus,cicadellidae,Formica subsericea,ants,figure 3,abundance,number of D. quinquenotatus,temporal,na,Agua Caliente-time9,1168,1,8.24,4,,,132.584,4,68.914,137.828,scott,0
106,1,s,89,Moya-Raygoza,gustavo,,g,Nault,lowell,r,lr,Annals of the Entomological Society of America,ann_entomol_soc_am,2000,MoNa00An,298,m,19.347,-104.881,t,field,ti,ti,i,i,Dalbulus quinquenotatus,cicadellidae,Formica subsericea,ants,figure 3,abundance,number of D. quinquenotatus,temporal,na,Agua Caliente-time10,1168,1,13.483,4,,,115.356,4,56.929,113.858,scott,0
107,1,s,90,Moya-Raygoza,gustavo,,g,Nault,lowell,r,lr,Annals of the Entomological Society of America,ann_entomol_soc_am,2000,MoNa00An,298,m,19.347,-104.881,t,field,ti,ti,i,i,Dalbulus quinquenotatus,cicadellidae,Formica subsericea,ants,figure 3,abundance,number of D. quinquenotatus,temporal,na,Agua Caliente-time11,1168,1,21.723,4,,,194.007,4,77.153,154.306,scott,0
108,1,s,91,Moya-Raygoza,gustavo,,g,Nault,lowell,r,lr,Annals of the Entomological Society of America,ann_entomol_soc_am,2000,MoNa00An,298,m,19.347,-104.881,t,field,ti,ti,i,i,Dalbulus quinquenotatus,cicadellidae,Formica subsericea,ants,figure 3,abundance,number of D. quinquenotatus,temporal,na,Agua Caliente-time12,1168,1,32.959,4,,,168.539,4,78.651,157.302,scott,0
109,1,s,92,Moya-Raygoza,gustavo,,g,Nault,lowell,r,lr,Annals of the Entomological Society of America,ann_entomol_soc_am,2000,MoNa00An,298,m,19.347,-104.881,t,field,ti,ti,i,i,Dalbulus quinquenotatus,cicadellidae,Formica subsericea,ants,figure 3,abundance,number of D. quinquenotatus,temporal,na,Agua Caliente-time13,1168,1,26.966,4,,,92.135,4,53.184,106.368,scott,0
110,1,s,93,Moya-Raygoza,gustavo,,g,Nault,lowell,r,lr,Annals of the Entomological Society of America,ann_entomol_soc_am,2000,MoNa00An,298,m,19.347,-104.881,t,field,ti,ti,i,i,Dalbulus quinquenotatus,cicadellidae,Formica subsericea,ants,figure 3,abundance,number of D. quinquenotatus,temporal,na,Agua Caliente-time14,1168,1,23.221,4,,,69.663,4,30.712,61.424,scott,0
111,1,s,94,Moya-Raygoza,gustavo,,g,Nault,lowell,r,lr,Annals of the Entomological Society of America,ann_entomol_soc_am,2000,MoNa00An,298,m,19.347,-104.881,t,field,ti,ti,i,i,Dalbulus quinquenotatus,cicadellidae,Formica subsericea,ants,figure 3,abundance,number of D. quinquenotatus,temporal,na,Agua Caliente-time15,1168,1,17.228,4,,,80.15,4,37.453,74.906,scott,0
112,1,s,95,Moya-Raygoza,gustavo,,g,Nault,lowell,r,lr,Annals of the Entomological Society of America,ann_entomol_soc_am,2000,MoNa00An,298,m,19.347,-104.881,t,field,ti,ti,i,i,Dalbulus quinquenotatus,cicadellidae,Formica subsericea,ants,figure 3,abundance,number of D. quinquenotatus,temporal,na,Agua Caliente-time16,1168,1,14.981,4,,,83.895,4,50.187,100.374,scott,0
113,1,s,96,Moya-Raygoza,gustavo,,g,Nault,lowell,r,lr,Annals of the Entomological Society of America,ann_entomol_soc_am,2000,MoNa00An,298,m,19.347,-104.881,t,field,ti,ti,i,i,Dalbulus quinquenotatus,cicadellidae,Formica subsericea,ants,figure 3,abundance,number of D. quinquenotatus,temporal,na,Agua Caliente-time17,1168,1,29.213,4,,,110.861,4,61.423,122.846,scott,0
114,1,s,97,Moya-Raygoza,gustavo,,g,Nault,lowell,r,lr,Annals of the Entomological Society of America,ann_entomol_soc_am,2000,MoNa00An,298,m,19.347,-104.881,t,field,ti,ti,i,i,Dalbulus quinquenotatus,cicadellidae,Formica subsericea,ants,figure 3,abundance,number of D. quinquenotatus,temporal,na,Agua Caliente-time18,1168,1,36.704,4,17.228,34.456,161.798,4,77.154,154.308,scott,0
115,1,s,98,Moya-Raygoza,gustavo,,g,Nault,lowell,r,lr,Annals of the Entomological Society of America,ann_entomol_soc_am,2000,MoNa00An,298,m,19.347,-104.881,t,field,ti,ti,i,i,Dalbulus quinquenotatus,cicadellidae,Formica subsericea,ants,figure 3,abundance,number of D. quinquenotatus,temporal,na,Agua Caliente-time19,1168,1,26.966,4,,,128.09,4,74.906,149.812,scott,0
116,1,t,99,Heath ,katy,d,kd,Tiffin,peter,,p,Proceedings of the Royal Society London B,p_roy_soc_b-biol_sci,2007,HeTi07Pr,197,m,999999,999999,t,greenhouse,ba,tp,o,p,Medicago truncatula,plant,Sinorhizobium medicae,rhizobium,table 1,fecundity,total number of mature fruits produced per plant,spatial,na,population 1,,1,6,20,2.2,9.838699101,8.8,20,2,8.94427191,scott,0
117,1,t,100,Heath ,katy,d,kd,Tiffin,peter,,p,Proceedings of the Royal Society London B,p_roy_soc_b-biol_sci,2007,HeTi07Pr,197,m,999999,999999,t,greenhouse,ba,tp,o,p,Medicago truncatula,plant,Sinorhizobium medicae,rhizobium,table 1,fecundity,total number of mature fruits produced per plant,spatial,na,population 2,,1,2.3,20,2.3,10.2859127,5.1,20,2.2,9.838699101,scott,0
118,1,t,101,Heath ,katy,d,kd,Tiffin,peter,,p,Proceedings of the Royal Society London B,p_roy_soc_b-biol_sci,2007,HeTi07Pr,197,m,999999,999999,t,greenhouse,ba,tp,o,p,Medicago truncatula,plant,Sinorhizobium medicae,rhizobium,table 1,fecundity,total number of mature fruits produced per plant,spatial,na,population 3,,1,10.2,20,2.5,11.18033989,15.2,20,2.4,10.73312629,scott,0
119,1,t,102,Heath ,katy,d,kd,Tiffin,peter,,p,Proceedings of the Royal Society London B,p_roy_soc_b-biol_sci,2007,HeTi07Pr,197,m,999999,999999,t,greenhouse,ba,tp,o,p,Medicago truncatula,plant,Sinorhizobium medicae,rhizobium,table 1,fecundity,total number of mature fruits produced per plant,spatial,na,population 4,,1,23.9,20,2.5,11.18033989,16.7,20,2.2,9.838699101,scott,0
120,1,t,103,Heath ,katy,d,kd,Tiffin,peter,,p,Proceedings of the Royal Society London B,p_roy_soc_b-biol_sci,2007,HeTi07Pr,197,m,999999,999999,t,greenhouse,ba,tp,o,p,Medicago truncatula,plant,Sinorhizobium medicae,rhizobium,table 1,fecundity,total number of mature fruits produced per plant,spatial,na,population 5,,1,1.7,20,2.4,10.73312629,1.8,20,2.2,9.838699101,scott,0
121,1,t,104,Heath ,katy,d,kd,Tiffin,peter,,p,Proceedings of the Royal Society London B,p_roy_soc_b-biol_sci,2007,HeTi07Pr,197,m,999999,999999,t,greenhouse,ba,tp,o,p,Medicago truncatula,plant,Sinorhizobium medicae,rhizobium,table 1,fecundity,total number of mature fruits produced per plant,spatial,na,population 6,,1,13.8,20,2.2,9.838699101,14.4,20,2.3,10.2859127,scott,0
122,1,t,105,Heath ,katy,d,kd,Tiffin,peter,,p,Proceedings of the Royal Society London B,p_roy_soc_b-biol_sci,2007,HeTi07Pr,197,m,999999,999999,t,greenhouse,ba,tp,o,p,Medicago truncatula,plant,Sinorhizobium medicae,rhizobium,table 1,fecundity,total number of mature fruits produced per plant,spatial,na,population 7,,1,21,20,4.2,18.78297101,14,20,4.8,21.46625258,scott,0
123,1,t,106,Heath ,katy,d,kd,Tiffin,peter,,p,Proceedings of the Royal Society London B,p_roy_soc_b-biol_sci,2007,HeTi07Pr,197,m,999999,999999,t,greenhouse,ba,tp,o,p,Medicago truncatula,plant,Sinorhizobium medicae,rhizobium,table 1,fecundity,total number of mature fruits produced per plant,spatial,na,population 8,,1,23,20,2.2,9.838699101,24.9,20,2.2,9.838699101,scott,0
124,1,t,107,Heath ,katy,d,kd,Tiffin,peter,,p,Proceedings of the Royal Society London B,p_roy_soc_b-biol_sci,2007,HeTi07Pr,197,m,999999,999999,t,greenhouse,ba,tp,o,p,Medicago truncatula,plant,Sinorhizobium medicae,rhizobium,table 1,fecundity,total number of mature fruits produced per plant,spatial,na,population 9,,1,13.2,20,2.2,9.838699101,4.5,20,2.6,11.62755348,scott,0
125,1,t,108,Heath ,katy,d,kd,Tiffin,peter,,p,Proceedings of the Royal Society London B,p_roy_soc_b-biol_sci,2007,HeTi07Pr,197,m,999999,999999,t,greenhouse,ba,tp,o,p,Medicago truncatula,plant,Sinorhizobium medicae,rhizobium,table 1,fecundity,total number of mature fruits produced per plant,spatial,na,population 10,,1,2.1,20,2.4,10.73312629,8,20,2.6,11.62755348,scott,0
126,1,u,109,Billick,ian,,i,Tonkel,kirk,,k,Ecology,ecology,2003,BiTo03Ec,38,m,38.696,-106.876,t,field,ti,ti,i,i,Publilia modesta,treehopper,Formica obscuripes,ants,figure 1A,fecundity,number new adult P. modesta per plant,temporal,na,1998,,1,2.08452,28,0.30954,1.637931722,9.66609,28.5,1.99781,10.66538685,prudence,0
127,1,u,110,Billick,ian,,i,Tonkel,kirk,,k,Ecology,ecology,2003,BiTo03Ec,38,m,38.696,-106.876,t,field,ti,ti,i,i,Publilia modesta,treehopper,Formica obscuripes,ants,figure 1A,fecundity,number new adult P. modesta per plant,temporal,na,1999,,1,2.38607,40,0.40911,2.587438827,3.05962,40,0.59603,3.769624708,prudence,0
128,1,u,111,Billick,ian,,i,Tonkel,kirk,,k,Ecology,ecology,2003,BiTo03Ec,38,m,38.696,-106.876,t,field,ti,ti,i,i,Publilia modesta,treehopper,Formica obscuripes,ants,figure 1A,fecundity,number new adult P. modesta per plant,temporal,na,2001,,1,2.73136,14,0.83582,3.127352077,4.10263,14,0.94691,3.543012796,prudence,0
129,1,v,112,Billick,ian,,i,Tonkel,kirk,,k,Ecology,ecology,2003,BiTo03Ec,38,m,38.696,-106.876,t,field,ti,ti,i,i,Publilia modesta,treehopper,Formica obscuripes,ants,figure 1A,fecundity,number new adult P. modesta per plant,spatial,na,site A,,1,7.64619,20,1.7462,7.809243805,16.1269,20,5.6244,25.15308147,prudence,0
130,1,v,113,Billick,ian,,i,Tonkel,kirk,,k,Ecology,ecology,2003,BiTo03Ec,38,m,38.696,-106.876,t,field,ti,ti,i,i,Publilia modesta,treehopper,Formica obscuripes,ants,figure 1A,fecundity,number new adult P. modesta per plant,spatial,na,site B,,1,3.33954,10,1.33636,4.225941374,4.05731,10,2.06479,6.52943929,prudence,0
131,1,v,114,Billick,ian,,i,Tonkel,kirk,,k,Ecology,ecology,2003,BiTo03Ec,38,m,38.696,-106.876,t,field,ti,ti,i,i,Publilia modesta,treehopper,Formica obscuripes,ants,figure 1A,fecundity,number new adult P. modesta per plant,spatial,na,site C,,1,5.05852,16,1.45239,5.80956,10.5706,16.5,4.3684,17.74452468,prudence,0
132,1,v,115,Billick,ian,,i,Tonkel,kirk,,k,Ecology,ecology,2003,BiTo03Ec,38,m,38.696,-106.876,t,field,ti,ti,i,i,Publilia modesta,treehopper,Formica obscuripes,ants,figure 1A,fecundity,number new adult P. modesta per plant,spatial,na,site D,,1,4.4131,17,0.95739,3.947420095,7.94056,17,1.90506,7.854763603,prudence,0
133,1,v,116,Billick,ian,,i,Tonkel,kirk,,k,Ecology,ecology,2003,BiTo03Ec,38,m,38.696,-106.876,t,field,ti,ti,i,i,Publilia modesta,treehopper,Formica obscuripes,ants,figure 1A,fecundity,number new adult P. modesta per plant,spatial,na,site E,,1,2.8814,15,0.86227,3.33955735,4.14232,15,0.9938,3.848970849,prudence,0
134,1,w,117,Agrawal,anurag,a,aa,,,,,Oikos,oikos,2000,Ag00Oi,7,c,999999,999999,t,greenhouse,ti,ti,i,i,Spodoptera exigua,lepidoptera larvae,various lepidoptera,lepidoptera larvae,figure 1A,biomass,weight (mg),species identity,na,Trichoplusia ni,,1,1.74519,16,0.27404,1.09616,2.49519,16,0.24519,0.98076,yosuke,0
135,1,w,118,Agrawal,anurag,a,aa,,,,,Oikos,oikos,2000,Ag00Oi,7,c,999999,999999,t,greenhouse,ti,ti,i,i,Spodoptera exigua,lepidoptera larvae,various lepidoptera,lepidoptera larvae,figure 1A,biomass,weight (mg),species identity,na,Pieris rapae,,1,1.55769,16,0.24519,0.98076,1.74519,16,0.17308,0.69232,yosuke,0
136,1,w,119,Agrawal,anurag,a,aa,,,,,Oikos,oikos,2000,Ag00Oi,7,c,999999,999999,t,greenhouse,ti,ti,i,i,Spodoptera exigua,lepidoptera larvae,various lepidoptera,lepidoptera larvae,figure 1A,biomass,weight (mg),species identity,na,Plutella xylostella,,1,0.158654,16,0.043269,0.173076,0.158654,16,0.043269,0.173076,yosuke,0
